Дата продажи,Регион,Тип светильника,Количество проданных единиц,Цена за единицу,Общая стоимость,Тип продажи,Оценка товара,Способ получения
2024-09-24,Московская область,потолочные светильники,8,3558.25,28466.0,оффлайн,1,самовывоз
2024-05-08,Московская область,люстры,10,6142.86,61428.6,онлайн,1,курьер
2024-03-12,Москва,потолочные светильники,3,7763.63,23290.89,онлайн,4,самовывоз
2024-11-26,Московская область,потолочные светильники,10,2337.03,23370.3,оффлайн,1,самовывоз
2024-05-21,Москва,потолочные светильники,2,7396.8,14793.6,онлайн,2,курьер
2024-03-13,Московская область,настенные светильники,1,6549.19,6549.19,оффлайн,5,самовывоз
2024-11-17,Московская область,люстры,8,3338.81,26710.48,онлайн,5,почта
2024-11-08,Московская область,люстры,2,8862.16,17724.32,оффлайн,3,самовывоз
2024-07-14,Московская область,настольные лампы,8,4546.15,36369.2,онлайн,4,курьер
2024-04-25,Москва,настольные лампы,10,9617.48,96174.8,оффлайн,2,почта
2024-09-10,Московская область,потолочные светильники,1,6561.57,6561.57,оффлайн,3,курьер
2024-11-23,Московская область,потолочные светильники,5,9839.32,49196.6,онлайн,1,самовывоз
2024-12-31,Московская область,люстры,10,5202.27,52022.7,оффлайн,3,самовывоз
2024-12-28,Московская область,торшеры,10,8455.41,84554.1,оффлайн,5,почта
2024-12-07,Московская область,настольные лампы,10,1524.08,15240.8,онлайн,5,самовывоз
2024-03-01,Москва,настенные светильники,10,6889.79,68897.9,оффлайн,4,почта
2024-01-21,Московская область,потолочные светильники,8,5946.78,47574.24,онлайн,4,почта
2024-08-09,Москва,люстры,10,2217.01,22170.1,оффлайн,1,курьер
2024-07-30,Москва,потолочные светильники,5,3906.59,19532.95,оффлайн,3,самовывоз
2024-05-21,Московская область,настольные лампы,6,4852.94,29117.64,оффлайн,2,самовывоз
2024-10-12,Московская область,потолочные светильники,6,7919.2,47515.2,онлайн,4,самовывоз
2024-06-19,Московская область,торшеры,9,7528.66,67757.94,онлайн,3,курьер
2024-02-21,Москва,потолочные светильники,6,6407.1,38442.6,онлайн,4,самовывоз
2024-05-15,Московская область,настенные светильники,6,8156.03,48936.18,оффлайн,2,самовывоз
2024-06-14,Москва,настольные лампы,4,6027.54,24110.16,оффлайн,5,почта
2024-04-01,Московская область,торшеры,2,2386.89,4773.78,онлайн,5,почта
2024-07-26,Московская область,люстры,6,5561.86,33371.16,оффлайн,2,курьер
2024-02-23,Московская область,торшеры,10,9722.08,97220.8,оффлайн,2,курьер
2024-01-21,Москва,торшеры,3,6841.45,20524.35,оффлайн,1,курьер
2024-04-24,Москва,люстры,4,4683.38,18733.52,онлайн,2,самовывоз
2024-05-31,Москва,настольные лампы,10,5091.1,50911.0,оффлайн,4,почта
2024-10-09,Москва,потолочные светильники,3,8555.1,25665.3,оффлайн,5,курьер
2024-05-13,Московская область,настенные светильники,7,4017.17,28120.19,онлайн,3,почта
2024-07-01,Москва,люстры,6,8669.47,52016.82,онлайн,5,почта
2024-03-06,Москва,торшеры,8,5585.92,44687.36,онлайн,5,самовывоз
2024-06-27,Москва,потолочные светильники,5,5955.46,29777.3,онлайн,4,почта
2024-08-12,Московская область,торшеры,7,1114.25,7799.75,онлайн,1,почта
2024-08-17,Москва,настенные светильники,8,8741.98,69935.84,онлайн,1,почта
2024-06-30,Москва,настенные светильники,10,2894.11,28941.1,онлайн,5,курьер
2024-08-08,Москва,потолочные светильники,4,6787.11,27148.44,оффлайн,5,почта
2024-12-11,Московская область,настенные светильники,4,5913.64,23654.56,оффлайн,2,почта
2024-12-14,Московская область,настольные лампы,10,1003.22,10032.2,оффлайн,5,самовывоз
2024-02-06,Москва,торшеры,7,7438.61,52070.27,онлайн,2,почта
2024-04-01,Москва,настольные лампы,8,7422.34,59378.72,оффлайн,1,самовывоз
2024-07-25,Московская область,потолочные светильники,7,7115.94,49811.58,онлайн,3,самовывоз
2024-02-19,Московская область,настенные светильники,3,7219.0,21657.0,оффлайн,4,самовывоз
2024-04-04,Московская область,потолочные светильники,4,2653.08,10612.32,онлайн,3,курьер
2024-02-18,Московская область,настольные лампы,10,1078.56,10785.6,онлайн,3,самовывоз
2024-03-27,Москва,торшеры,1,544.28,544.28,оффлайн,3,самовывоз
2024-10-17,Московская область,настольные лампы,3,2290.58,6871.74,оффлайн,2,почта
2024-04-21,Московская область,настольные лампы,3,6197.32,18591.96,онлайн,4,почта
2024-03-31,Москва,потолочные светильники,1,6409.78,6409.78,онлайн,3,курьер
2024-02-25,Московская область,люстры,10,5425.64,54256.4,онлайн,4,самовывоз
2024-11-04,Москва,торшеры,6,9409.27,56455.62,оффлайн,4,самовывоз
2024-12-08,Москва,настенные светильники,4,3974.09,15896.36,онлайн,4,самовывоз
2024-07-25,Москва,настенные светильники,1,9207.8,9207.8,оффлайн,5,самовывоз
2024-09-23,Москва,настенные светильники,9,5848.47,52636.23,оффлайн,5,почта
